original_image_path,processed_image_path,true_label,baseline_pred,compressed_pred,baseline_correct,compressed_correct,prediction_match,baseline_confidence,compressed_confidence,baseline_time_ms,compressed_time_ms
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\26 no.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\26 no.jpg,0,0,0,1,1,1,0.0211453158408403,0.4672611057758331,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\27 no.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\27 no.jpg,0,0,0,1,1,1,0.0548717826604843,0.4278750717639923,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\28 no.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\28 no.jpg,0,0,0,1,1,1,0.1540124118328094,0.2896817028522491,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\29 no.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\29 no.jpg,0,0,0,1,1,1,0.0077271652407944,0.3378229737281799,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\3 no.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\3 no.jpg,0,0,1,1,0,0,0.1633611172437667,0.6909260153770447,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\30 no.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\30 no.jpg,0,1,0,0,1,0,0.586078941822052,0.3409054279327392,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\31 no.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\31 no.jpg,0,0,0,1,1,1,0.0069474689662456,0.3907103836536407,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\32 no.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\32 no.jpg,0,0,0,1,1,1,0.0496437586843967,0.2265574187040329,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\33 no.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\33 no.jpg,0,0,0,1,1,1,0.0124673126265406,0.4049551784992218,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\34 no.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\34 no.jpg,0,0,1,1,0,0,0.0398140326142311,0.6262322068214417,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\35 no.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\35 no.jpg,0,0,0,1,1,1,0.2317776083946228,0.2144460082054138,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\36 no.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\36 no.jpg,0,0,0,1,1,1,0.3314806520938873,0.3799197077751159,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\37 no.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\37 no.jpg,0,0,0,1,1,1,0.0054174670949578,0.0031158805359154,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\38 no.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\38 no.jpg,0,0,1,1,0,0,0.0438873097300529,0.9121729731559752,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\39 no.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\39 no.jpg,0,0,0,1,1,1,0.0081047434359788,0.4295398294925689,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\4 no.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\4 no.jpg,0,0,1,1,0,0,0.0943662673234939,0.8201924562454224,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\40 no.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\40 no.jpg,0,0,0,1,1,1,0.0852376371622085,0.1098621264100074,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\41 no.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\41 no.jpg,0,0,0,1,1,1,0.0852376371622085,0.1098621264100074,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\42 no.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\42 no.jpg,0,0,0,1,1,1,0.0012319472152739,0.0106280343607068,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\43 no.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\43 no.jpg,0,0,0,1,1,1,0.0235018506646156,0.0116589600220322,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\44no.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\44no.jpg,0,0,0,1,1,1,0.2102202475070953,0.1958745121955871,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\45 no.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\45 no.jpg,0,1,0,0,1,0,0.6211099028587341,0.0794726237654686,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\46 no.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\46 no.jpg,0,0,0,1,1,1,0.0665816217660904,0.0843216329813003,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\47 no.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\47 no.jpg,0,0,1,1,0,0,0.0894976481795311,0.9296290278434752,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\48 no.jpeg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\48 no.jpg,0,0,0,1,1,1,0.0070295999757945,0.008002501912415,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\49 no.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\49 no.jpg,0,0,1,1,0,0,0.0086912717670202,0.5833724141120911,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\5 no.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\5 no.jpg,0,0,0,1,1,1,0.0084696551784873,0.4572795331478119,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\50 no.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\50 no.jpg,0,0,1,1,0,0,0.3503656685352325,0.6534914374351501,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\6 no.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\6 no.jpg,0,0,0,1,1,1,0.068828210234642,0.0783456265926361,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\7 no.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\7 no.jpg,0,0,1,1,0,0,0.3315606415271759,0.5864210724830627,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\8 no.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\8 no.jpg,0,0,1,1,0,0,0.0438873097300529,0.9121729731559752,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\9 no.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\9 no.jpg,0,0,0,1,1,1,0.0531448684632778,0.3265154659748077,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\N1.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\N1.jpg,0,1,1,0,0,1,0.7342265248298645,0.9074153900146484,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\N11.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\N11.jpg,0,0,0,1,1,1,0.2906080186367035,0.2621456086635589,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\N15.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\N15.jpg,0,1,0,0,1,0,0.5451692938804626,0.4938490092754364,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\N16.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\N16.jpg,0,0,1,1,0,0,0.2126752734184265,0.8761207461357117,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\N17.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\N17.jpg,0,0,1,1,0,0,0.3567900955677032,0.7985825538635254,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\N19.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\N19.jpg,0,0,0,1,1,1,0.0747714266180992,0.4204293191432953,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\N2.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\N2.jpg,0,0,0,1,1,1,0.0266043171286582,0.100224494934082,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\N20.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\N20.jpg,0,0,0,1,1,1,0.1144123524427414,0.3249546885490417,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\N21.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\N21.jpg,0,0,0,1,1,1,0.0194190982729196,0.021772364154458,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\N22.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\N22.jpg,0,0,0,1,1,1,0.0945634022355079,0.3197618126869201,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\N26.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\N26.jpg,0,0,0,1,1,1,0.0759579986333847,0.0711998641490936,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\N3.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\N3.jpg,0,0,1,1,0,0,0.0548506714403629,0.8216957449913025,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\N5.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\N5.jpg,0,0,1,1,0,0,0.0943662673234939,0.8201924562454224,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\N6.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\N6.jpg,0,0,1,1,0,0,0.4663185775279999,0.963561475276947,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 1.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\no 1.jpg,0,0,1,1,0,0,0.0086912717670202,0.5833724141120911,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 10.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\no 10.jpg,0,0,0,1,1,1,0.0236966572701931,0.0176333002746105,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 100.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\no 100.jpg,0,0,1,1,0,0,0.1447752118110656,0.9555994868278505,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 2.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\no 2.jpg,0,0,0,1,1,1,0.0220125988125801,0.0730090513825416,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 3.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\no 3.jpg,0,0,0,1,1,1,0.179400160908699,0.3164196014404297,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 4.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\no 4.jpg,0,0,1,1,0,0,0.0548506714403629,0.8216957449913025,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 5.jpeg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\no 5.jpg,0,0,1,1,0,0,0.2824477255344391,0.5538076162338257,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 6.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\no 6.jpg,0,0,1,1,0,0,0.302430659532547,0.6165218949317932,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 7.jpeg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\no 7.jpg,0,0,0,1,1,1,0.0057616671547293,0.0219420939683914,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 8.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\no 8.jpg,0,0,0,1,1,1,0.0010311616351827,0.0013543332461267,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 89.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\no 89.jpg,0,0,0,1,1,1,0.0077833011746406,0.0177343469113111,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 9.png,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\no 9.jpg,0,0,0,1,1,1,0.0064182002097368,0.0051665273495018,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 90.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\no 90.jpg,0,0,0,1,1,1,0.058468148112297,0.078987680375576,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 91.jpeg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\no 91.jpg,0,0,0,1,1,1,0.0196773167699575,0.2139553725719452,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 92.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\no 92.jpg,0,0,1,1,0,0,0.0316484197974205,0.8998622894287109,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 923.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\no 923.jpg,0,0,1,1,0,0,0.0769785121083259,0.9515395164489746,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 94.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\no 94.jpg,0,0,0,1,1,1,0.0041247047483921,0.0390608645975589,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 95.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\no 95.jpg,0,1,0,0,1,0,0.5904130935668945,0.3529804944992065,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 96.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\no 96.jpg,0,0,1,1,0,0,0.0985758975148201,0.6193004846572876,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 97.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\no 97.jpg,0,0,0,1,1,1,0.0041007488034665,0.0260493345558643,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 98.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\no 98.jpg,0,0,0,1,1,1,0.012054949067533,0.0128093790262937,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 99.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\no 99.jpg,0,0,0,1,1,1,0.0123258214443922,0.022299749776721,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\no.jpg,0,0,0,1,1,1,0.0802187100052833,0.4374540448188782,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\No11.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\No11.jpg,0,0,0,1,1,1,0.0057616671547293,0.0219420939683914,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\No12.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\No12.jpg,0,0,0,1,1,1,0.2691668570041656,0.3485596477985382,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\No13.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\No13.jpg,0,0,0,1,1,1,0.0152835892513394,0.0074985129758715,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\No14.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\No14.jpg,0,0,1,1,0,0,0.1432059556245803,0.7055084705352783,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\No15.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\No15.jpg,0,0,0,1,1,1,0.0846108943223953,0.3029492199420929,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\No16.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\No16.jpg,0,0,0,1,1,1,0.0016275398666039,0.0052002919837832,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\No17.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\No17.jpg,0,0,0,1,1,1,0.0846108943223953,0.3029492199420929,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\No18.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\No18.jpg,0,0,0,1,1,1,0.001058007357642,0.0104167070239782,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\No19.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\No19.jpg,0,0,0,1,1,1,0.0071075214073061,0.0265518520027399,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\No20.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\No20.jpg,0,0,1,1,0,0,0.3283174335956573,0.6349491477012634,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\No21.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\No21.jpg,0,0,0,1,1,1,0.0086024515330791,0.2407281249761581,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\No22.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\no\No22.jpg,0,0,1,1,0,0,0.0609303526580333,0.5331863760948181,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y1.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y1.jpg,1,1,1,1,1,1,0.9988903403282166,0.9957633018493652,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y10.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y10.jpg,1,1,1,1,1,1,0.9981866478919984,0.9828360676765442,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y100.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y100.jpg,1,1,1,1,1,1,0.9852908849716188,0.937682807445526,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y101.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y101.jpg,1,1,0,1,0,0,0.9126809239387512,0.4762438535690307,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y102.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y102.jpg,1,1,1,1,1,1,0.9962032437324524,0.9687724113464355,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y103.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y103.jpg,1,1,1,1,1,1,0.9997524619102478,0.9994179010391236,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y104.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y104.jpg,1,1,1,1,1,1,0.9901913404464722,0.99765944480896,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y105.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y105.jpg,1,1,1,1,1,1,0.9999815225601196,0.9991542100906372,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y106.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y106.jpg,1,1,1,1,1,1,0.9992616772651672,0.9982107877731324,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y107.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y107.jpg,1,1,1,1,1,1,0.9951855540275574,0.8895938992500305,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y108.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y108.jpg,1,1,1,1,1,1,0.9981027245521544,0.9972630739212036,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y109.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y109.jpg,1,1,1,1,1,1,0.9727368354797364,0.9263732433319092,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y11.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y11.jpg,1,1,1,1,1,1,0.9947065711021424,0.9655120372772216,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y111.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y111.jpg,1,1,1,1,1,1,0.9969761371612548,0.978667140007019,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y112.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y112.jpg,1,1,1,1,1,1,0.997556447982788,0.9868621826171876,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y113.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\aggressive\yes\Y113.jpg,1,1,1,1,1,1,0.8756375908851624,0.680555522441864,0,0
