original_image_path,processed_image_path,true_label,baseline_pred,compressed_pred,baseline_correct,compressed_correct,prediction_match,baseline_confidence,compressed_confidence,baseline_time_ms,compressed_time_ms
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\N21.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\N21.jpg,0,0,0,1,1,1,0.0194190982729196,0.0198120214045047,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\N22.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\N22.jpg,0,0,0,1,1,1,0.0945634022355079,0.1661006808280944,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\N26.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\N26.jpg,0,0,0,1,1,1,0.0759579986333847,0.0727647766470909,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\N3.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\N3.jpg,0,0,0,1,1,1,0.0548506714403629,0.3761266469955444,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\N5.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\N5.jpg,0,0,0,1,1,1,0.0943662673234939,0.3143737018108368,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\N6.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\N6.jpg,0,0,1,1,0,0,0.4663185775279999,0.6951093673706055,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 1.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\no 1.jpg,0,0,0,1,1,1,0.0086912717670202,0.0824269652366638,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 10.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\no 10.jpg,0,0,0,1,1,1,0.0236966572701931,0.0185386855155229,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 100.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\no 100.jpg,0,0,1,1,0,0,0.1447752118110656,0.6085277795791626,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 2.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\no 2.jpg,0,0,0,1,1,1,0.0220125988125801,0.0569751895964145,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 3.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\no 3.jpg,0,0,0,1,1,1,0.179400160908699,0.3980455696582794,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 4.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\no 4.jpg,0,0,0,1,1,1,0.0548506714403629,0.3761266469955444,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 5.jpeg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\no 5.jpg,0,0,1,1,0,0,0.2824477255344391,0.956135392189026,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 6.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\no 6.jpg,0,0,0,1,1,1,0.302430659532547,0.3760481178760528,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 7.jpeg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\no 7.jpg,0,0,0,1,1,1,0.0057616671547293,0.0184113774448633,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 8.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\no 8.jpg,0,0,0,1,1,1,0.0010311616351827,0.0014814091846346,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 89.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\no 89.jpg,0,0,0,1,1,1,0.0077833011746406,0.0132437925785779,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 9.png,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\no 9.jpg,0,0,0,1,1,1,0.0064182002097368,0.0051589328795671,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 90.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\no 90.jpg,0,0,0,1,1,1,0.058468148112297,0.0226081684231758,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 91.jpeg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\no 91.jpg,0,0,0,1,1,1,0.0196773167699575,0.1547043621540069,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 92.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\no 92.jpg,0,0,1,1,0,0,0.0316484197974205,0.5578608512878418,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 923.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\no 923.jpg,0,0,1,1,0,0,0.0769785121083259,0.5422635674476624,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 94.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\no 94.jpg,0,0,0,1,1,1,0.0041247047483921,0.070782221853733,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 95.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\no 95.jpg,0,1,1,0,0,1,0.5904130935668945,0.6815568208694458,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 96.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\no 96.jpg,0,0,1,1,0,0,0.0985758975148201,0.5981549024581909,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 97.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\no 97.jpg,0,0,0,1,1,1,0.0041007488034665,0.0362008474767208,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 98.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\no 98.jpg,0,0,0,1,1,1,0.012054949067533,0.0127671482041478,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no 99.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\no 99.jpg,0,0,0,1,1,1,0.0123258214443922,0.0194428022950887,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\no.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\no.jpg,0,0,0,1,1,1,0.0802187100052833,0.2448001503944397,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\No11.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\No11.jpg,0,0,0,1,1,1,0.0057616671547293,0.0184113774448633,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\No12.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\No12.jpg,0,0,0,1,1,1,0.2691668570041656,0.3369960486888885,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\No13.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\No13.jpg,0,0,0,1,1,1,0.0152835892513394,0.0046533211134374,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\No14.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\No14.jpg,0,0,0,1,1,1,0.1432059556245803,0.4165939688682556,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\No15.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\No15.jpg,0,0,0,1,1,1,0.0846108943223953,0.2622134983539581,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\No16.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\No16.jpg,0,0,0,1,1,1,0.0016275398666039,0.0034335122909396,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\No17.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\No17.jpg,0,0,0,1,1,1,0.0846108943223953,0.2622134983539581,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\No18.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\No18.jpg,0,0,0,1,1,1,0.001058007357642,0.0057636993005871,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\No19.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\No19.jpg,0,0,0,1,1,1,0.0071075214073061,0.0255949404090642,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\No20.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\No20.jpg,0,0,1,1,0,0,0.3283174335956573,0.7688397169113159,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\No21.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\No21.jpg,0,0,0,1,1,1,0.0086024515330791,0.0457952320575714,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\no\No22.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\no\No22.jpg,0,0,0,1,1,1,0.0609303526580333,0.2705318927764892,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y1.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\yes\Y1.jpg,1,1,1,1,1,1,0.9988903403282166,0.9949969053268432,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y10.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\yes\Y10.jpg,1,1,1,1,1,1,0.9981866478919984,0.9860646724700928,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y100.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\yes\Y100.jpg,1,1,1,1,1,1,0.9852908849716188,0.9422542452812196,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y101.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\yes\Y101.jpg,1,1,1,1,1,1,0.9126809239387512,0.8737704753875732,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y102.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\yes\Y102.jpg,1,1,1,1,1,1,0.9962032437324524,0.9808434844017028,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y103.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\yes\Y103.jpg,1,1,1,1,1,1,0.9997524619102478,0.9994434714317322,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y104.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\yes\Y104.jpg,1,1,1,1,1,1,0.9901913404464722,0.997602880001068,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y105.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\yes\Y105.jpg,1,1,1,1,1,1,0.9999815225601196,0.9994708895683287,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y106.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\yes\Y106.jpg,1,1,1,1,1,1,0.9992616772651672,0.999179184436798,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y107.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\yes\Y107.jpg,1,1,1,1,1,1,0.9951855540275574,0.9305614829063416,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y108.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\yes\Y108.jpg,1,1,1,1,1,1,0.9981027245521544,0.9979581832885742,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y109.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\yes\Y109.jpg,1,1,1,1,1,1,0.9727368354797364,0.9543803334236144,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y11.jpg,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\yes\Y11.jpg,1,1,1,1,1,1,0.9947065711021424,0.9855632781982422,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y111.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\yes\Y111.jpg,1,1,1,1,1,1,0.9969761371612548,0.9935746788978576,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y112.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\yes\Y112.jpg,1,1,1,1,1,1,0.997556447982788,0.9956722259521484,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y113.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\yes\Y113.jpg,1,1,1,1,1,1,0.8756375908851624,0.6619963049888611,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y114.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\yes\Y114.jpg,1,1,1,1,1,1,0.9999765157699584,0.99952232837677,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y115.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\yes\Y115.jpg,1,1,1,1,1,1,0.7151981592178345,0.781503438949585,0,0
D:\IMAGE COMPRESSION PROJECT\brain_tumor_dataset\yes\Y116.JPG,D:\IMAGE COMPRESSION PROJECT\output\processed_datasets\light\yes\Y116.jpg,1,1,1,1,1,1,0.9845312833786012,0.9426957368850708,0,0
